Distrito,Causa_Morte,Ano,Obitos
Distrito de Portalegre,Suicídio,2008,18
Distrito de Portalegre,Tuberculose,2008,1
Distrito de Portalegre,Tumores malignos,2008,366
Distrito de Portalegre,Diabetes,2009,111
Distrito de Portalegre,Doenças do aparelho circulatório,2009,642
Distrito de Portalegre,Doenças do aparelho digestivo,2009,69
Distrito de Portalegre,Doenças do aparelho respiratório,2009,234
Distrito de Portalegre,SIDA,2009,3
Distrito de Portalegre,Suicídio,2009,18
Distrito de Portalegre,Tuberculose,2009,1
Distrito de Portalegre,Tumores malignos,2009,366
Distrito de Portalegre,Diabetes,2010,119
Distrito de Portalegre,Doenças do aparelho circulatório,2010,619
Distrito de Portalegre,Doenças do aparelho digestivo,2010,79
Distrito de Portalegre,Doenças do aparelho respiratório,2010,217
Distrito de Portalegre,SIDA,2010,5
Distrito de Portalegre,Suicídio,2010,35
Distrito de Portalegre,Tuberculose,2010,2
Distrito de Portalegre,Tumores malignos,2010,373
Distrito de Portalegre,Diabetes,2011,109
Distrito de Portalegre,Doenças do aparelho circulatório,2011,607
Distrito de Portalegre,Doenças do aparelho digestivo,2011,76
Distrito de Portalegre,Doenças do aparelho respiratório,2011,212
Distrito de Portalegre,SIDA,2011,4
Distrito de Portalegre,Suicídio,2011,37
Distrito de Portalegre,Tuberculose,2011,2
Distrito de Portalegre,Tumores malignos,2011,417
Distrito de Portalegre,Diabetes,2012,99
Distrito de Portalegre,Doenças do aparelho circulatório,2012,619
Distrito de Portalegre,Doenças do aparelho digestivo,2012,75
Distrito de Portalegre,Doenças do aparelho respiratório,2012,327
Distrito de Portalegre,SIDA,2012,1
Distrito de Portalegre,Suicídio,2012,31
Distrito de Portalegre,Tuberculose,2012,3
Distrito de Portalegre,Tumores malignos,2012,378
Distrito de Portalegre,Diabetes,2013,77
Distrito de Portalegre,Doenças do aparelho circulatório,2013,566
Distrito de Portalegre,Doenças do aparelho digestivo,2013,78
Distrito de Portalegre,Doenças do aparelho respiratório,2013,280
Distrito de Portalegre,SIDA,2013,3
Distrito de Portalegre,Suicídio,2013,28
Distrito de Portalegre,Tuberculose,2013,0
Distrito de Portalegre,Tumores malignos,2013,349
Distrito de Portalegre,Diabetes,2014,70
Distrito de Portalegre,Doenças do aparelho circulatório,2014,580
Distrito de Portalegre,Doenças do aparelho digestivo,2014,76
Distrito de Portalegre,Doenças do aparelho respiratório,2014,307
Distrito de Portalegre,SIDA,2014,1
Distrito de Portalegre,Suicídio,2014,9
Distrito de Portalegre,Tuberculose,2014,0
Distrito de Portalegre,Tumores malignos,2014,348
Distrito de Portalegre,Diabetes,2015,91
Distrito de Portalegre,Doenças do aparelho circulatório,2015,550
Distrito de Portalegre,Doenças do aparelho digestivo,2015,84
Distrito de Portalegre,Doenças do aparelho respiratório,2015,274
Distrito de Portalegre,SIDA,2015,3
Distrito de Portalegre,Suicídio,2015,21
Distrito de Portalegre,Tuberculose,2015,2
Distrito de Portalegre,Tumores malignos,2015,347
Distrito de Portalegre,Diabetes,2016,80
Distrito de Portalegre,Doenças do aparelho circulatório,2016,571
Distrito de Portalegre,Doenças do aparelho digestivo,2016,70
Distrito de Portalegre,Doenças do aparelho respiratório,2016,328
Distrito de Portalegre,SIDA,2016,4
Distrito de Portalegre,Suicídio,2016,9
Distrito de Portalegre,Tuberculose,2016,0
Distrito de Portalegre,Tumores malignos,2016,387
Distrito de Portalegre,Diabetes,2017,73
Distrito de Portalegre,Doenças do aparelho circulatório,2017,490
Distrito de Portalegre,Doenças do aparelho digestivo,2017,60
Distrito de Portalegre,Doenças do aparelho respiratório,2017,249
Distrito de Portalegre,SIDA,2017,6
Distrito de Portalegre,Suicídio,2017,19
Distrito de Portalegre,Tuberculose,2017,2
Distrito de Portalegre,Tumores malignos,2017,372
Distrito de Portalegre,Diabetes,2018,78
Distrito de Portalegre,Doenças do aparelho circulatório,2018,563
Distrito de Portalegre,Doenças do aparelho digestivo,2018,66
Distrito de Portalegre,Doenças do aparelho respiratório,2018,241
Distrito de Portalegre,SIDA,2018,5
Distrito de Portalegre,Suicídio,2018,9
Distrito de Portalegre,Tuberculose,2018,1
Distrito de Portalegre,Tumores malignos,2018,353
Distrito de Portalegre,Diabetes,2019,82
Distrito de Portalegre,Doenças do aparelho circulatório,2019,551
Distrito de Portalegre,Doenças do aparelho digestivo,2019,83
Distrito de Portalegre,Doenças do aparelho respiratório,2019,248
Distrito de Portalegre,SIDA,2019,4
Distrito de Portalegre,Suicídio,2019,23
Distrito de Portalegre,Tuberculose,2019,2
Distrito de Portalegre,Tumores malignos,2019,403
Distrito de Portalegre,Diabetes,2020,100
Distrito de Portalegre,Doenças do aparelho circulatório,2020,587
Distrito de Portalegre,Doenças do aparelho digestivo,2020,98
Distrito de Portalegre,Doenças do aparelho respiratório,2020,204
Distrito de Portalegre,SIDA,2020,2
Distrito de Portalegre,Suicídio,2020,24
Distrito de Portalegre,Tuberculose,2020,1
Distrito de Portalegre,Tumores malignos,2020,345
Distrito de Portalegre,Diabetes,2021,88
Distrito de Portalegre,Doenças do aparelho circulatório,2021,555
Distrito de Portalegre,Doenças do aparelho digestivo,2021,98
Distrito de Portalegre,Doenças do aparelho respiratório,2021,190
Distrito de Portalegre,SIDA,2021,3
Distrito de Portalegre,Suicídio,2021,13
Distrito de Portalegre,Tuberculose,2021,2
Distrito de Portalegre,Tumores malignos,2021,345
Distrito de Portalegre,Diabetes,2022,78
Distrito de Portalegre,Doenças do aparelho circulatório,2022,546
Distrito de Portalegre,Doenças do aparelho digestivo,2022,73
Distrito de Portalegre,Doenças do aparelho respiratório,2022,191
Distrito de Portalegre,SIDA,2022,5
Distrito de Portalegre,Suicídio,2022,13
Distrito de Portalegre,Tuberculose,2022,1
Distrito de Portalegre,Tumores malignos,2022,370
Distrito de Portalegre,Diabetes,2023,74
Distrito de Portalegre,Doenças do aparelho circulatório,2023,490
Distrito de Portalegre,Doenças do aparelho digestivo,2023,70
Distrito de Portalegre,Doenças do aparelho respiratório,2023,234
Distrito de Portalegre,SIDA,2023,3
Distrito de Portalegre,Suicídio,2023,16
Distrito de Portalegre,Tuberculose,2023,1
Distrito de Portalegre,Tumores malignos,2023,360
Distrito de Santarém,Diabetes,2001,223
Distrito de Santarém,Doenças do aparelho circulatório,2001,2157
Distrito de Santarém,Doenças do aparelho digestivo,2001,242
Distrito de Santarém,Doenças do aparelho respiratório,2001,430
Distrito de Santarém,SIDA,2001,26
Distrito de Santarém,Suicídio,2001,45
Distrito de Santarém,Tuberculose,2001,10
Distrito de Santarém,Tumores malignos,2001,1102
Distrito de Santarém,Diabetes,2002,235
Distrito de Santarém,Doenças do aparelho circulatório,2002,2108
Distrito de Santarém,Doenças do aparelho digestivo,2002,241
Distrito de Santarém,Doenças do aparelho respiratório,2002,453
Distrito de Santarém,SIDA,2002,25
Distrito de Santarém,Suicídio,2002,48
Distrito de Santarém,Tuberculose,2002,10
Distrito de Santarém,Tumores malignos,2002,1112
Distrito de Santarém,Diabetes,2003,246
Distrito de Santarém,Doenças do aparelho circulatório,2003,2058
Distrito de Santarém,Doenças do aparelho digestivo,2003,240
Distrito de Santarém,Doenças do aparelho respiratório,2003,476
Distrito de Santarém,SIDA,2003,25
Distrito de Santarém,Suicídio,2003,50
Distrito de Santarém,Tuberculose,2003,10
Distrito de Santarém,Tumores malignos,2003,1122
Distrito de Santarém,Diabetes,2004,258
Distrito de Santarém,Doenças do aparelho circulatório,2004,2009
Distrito de Santarém,Doenças do aparelho digestivo,2004,239
Distrito de Santarém,Doenças do aparelho respiratório,2004,499
Distrito de Santarém,SIDA,2004,24
Distrito de Santarém,Suicídio,2004,53
Distrito de Santarém,Tuberculose,2004,10
Distrito de Santarém,Tumores malignos,2004,1133
Distrito de Santarém,Diabetes,2005,270
Distrito de Santarém,Doenças do aparelho circulatório,2005,1960
Distrito de Santarém,Doenças do aparelho digestivo,2005,238
Distrito de Santarém,Doenças do aparelho respiratório,2005,522
Distrito de Santarém,SIDA,2005,24
Distrito de Santarém,Suicídio,2005,56
Distrito de Santarém,Tuberculose,2005,10
Distrito de Santarém,Tumores malignos,2005,1143
Distrito de Santarém,Diabetes,2006,281
Distrito de Santarém,Doenças do aparelho circulatório,2006,1911
Distrito de Santarém,Doenças do aparelho digestivo,2006,237
Distrito de Santarém,Doenças do aparelho respiratório,2006,546
Distrito de Santarém,SIDA,2006,23
Distrito de Santarém,Suicídio,2006,59
Distrito de Santarém,Tuberculose,2006,11
Distrito de Santarém,Tumores malignos,2006,1153
Distrito de Santarém,Diabetes,2007,293
Distrito de Santarém,Doenças do aparelho circulatório,2007,1862
Distrito de Santarém,Doenças do aparelho digestivo,2007,236
Distrito de Santarém,Doenças do aparelho respiratório,2007,569
Distrito de Santarém,SIDA,2007,22
Distrito de Santarém,Suicídio,2007,62
Distrito de Santarém,Tuberculose,2007,11
Distrito de Santarém,Tumores malignos,2007,1164
Distrito de Santarém,Diabetes,2008,304
Distrito de Santarém,Doenças do aparelho circulatório,2008,1812
Distrito de Santarém,Doenças do aparelho digestivo,2008,235
Distrito de Santarém,Doenças do aparelho respiratório,2008,592
Distrito de Santarém,SIDA,2008,22
Distrito de Santarém,Suicídio,2008,64
Distrito de Santarém,Tuberculose,2008,11
Distrito de Santarém,Tumores malignos,2008,1174
Distrito de Santarém,Diabetes,2009,316
Distrito de Santarém,Doenças do aparelho circulatório,2009,1763
Distrito de Santarém,Doenças do aparelho digestivo,2009,234
Distrito de Santarém,Doenças do aparelho respiratório,2009,615
Distrito de Santarém,SIDA,2009,21
Distrito de Santarém,Suicídio,2009,67
Distrito de Santarém,Tuberculose,2009,11
Distrito de Santarém,Tumores malignos,2009,1184
Distrito de Santarém,Diabetes,2010,338
Distrito de Santarém,Doenças do aparelho circulatório,2010,1833
Distrito de Santarém,Doenças do aparelho digestivo,2010,244
Distrito de Santarém,Doenças do aparelho respiratório,2010,604
Distrito de Santarém,SIDA,2010,23
Distrito de Santarém,Suicídio,2010,62
Distrito de Santarém,Tuberculose,2010,7
Distrito de Santarém,Tumores malignos,2010,1142
Distrito de Santarém,Diabetes,2011,278
Distrito de Santarém,Doenças do aparelho circulatório,2011,1694
Distrito de Santarém,Doenças do aparelho digestivo,2011,253
Distrito de Santarém,Doenças do aparelho respiratório,2011,587
Distrito de Santarém,SIDA,2011,23
Distrito de Santarém,Suicídio,2011,67
Distrito de Santarém,Tuberculose,2011,7
Distrito de Santarém,Tumores malignos,2011,1237
Distrito de Santarém,Diabetes,2012,301
Distrito de Santarém,Doenças do aparelho circulatório,2012,1752
Distrito de Santarém,Doenças do aparelho digestivo,2012,257
Distrito de Santarém,Doenças do aparelho respiratório,2012,719
Distrito de Santarém,SIDA,2012,29
Distrito de Santarém,Suicídio,2012,69
Distrito de Santarém,Tuberculose,2012,13
Distrito de Santarém,Tumores malignos,2012,1279
Distrito de Santarém,Diabetes,2013,226
Distrito de Santarém,Doenças do aparelho circulatório,2013,1421
Distrito de Santarém,Doenças do aparelho digestivo,2013,224
Distrito de Santarém,Doenças do aparelho respiratório,2013,620
Distrito de Santarém,SIDA,2013,11
Distrito de Santarém,Suicídio,2013,53
Distrito de Santarém,Tuberculose,2013,4
Distrito de Santarém,Tumores malignos,2013,1112
Distrito de Santarém,Diabetes,2014,241
Distrito de Santarém,Doenças do aparelho circulatório,2014,1723
Distrito de Santarém,Doenças do aparelho digestivo,2014,227
Distrito de Santarém,Doenças do aparelho respiratório,2014,770
Distrito de Santarém,SIDA,2014,23
Distrito de Santarém,Suicídio,2014,73
Distrito de Santarém,Tuberculose,2014,2
Distrito de Santarém,Tumores malignos,2014,1185
Distrito de Santarém,Diabetes,2015,259
Distrito de Santarém,Doenças do aparelho circulatório,2015,1598
Distrito de Santarém,Doenças do aparelho digestivo,2015,256
Distrito de Santarém,Doenças do aparelho respiratório,2015,778
Distrito de Santarém,SIDA,2015,13
Distrito de Santarém,Suicídio,2015,83
Distrito de Santarém,Tuberculose,2015,6
Distrito de Santarém,Tumores malignos,2015,1315
Distrito de Santarém,Diabetes,2016,262
Distrito de Santarém,Doenças do aparelho circulatório,2016,1703
Distrito de Santarém,Doenças do aparelho digestivo,2016,255
Distrito de Santarém,Doenças do aparelho respiratório,2016,854
Distrito de Santarém,SIDA,2016,15
Distrito de Santarém,Suicídio,2016,69
Distrito de Santarém,Tuberculose,2016,8
Distrito de Santarém,Tumores malignos,2016,1317
Distrito de Santarém,Diabetes,2017,231
Distrito de Santarém,Doenças do aparelho circulatório,2017,1644
Distrito de Santarém,Doenças do aparelho digestivo,2017,284
Distrito de Santarém,Doenças do aparelho respiratório,2017,749
Distrito de Santarém,SIDA,2017,11
Distrito de Santarém,Suicídio,2017,71
Distrito de Santarém,Tuberculose,2017,0
Distrito de Santarém,Tumores malignos,2017,1323
Distrito de Santarém,Diabetes,2018,223
Distrito de Santarém,Doenças do aparelho circulatório,2018,1746
Distrito de Santarém,Doenças do aparelho digestivo,2018,270
Distrito de Santarém,Doenças do aparelho respiratório,2018,792
Distrito de Santarém,SIDA,2018,18
Distrito de Santarém,Suicídio,2018,52
Distrito de Santarém,Tuberculose,2018,3
Distrito de Santarém,Tumores malignos,2018,1355
Distrito de Santarém,Diabetes,2019,264
Distrito de Santarém,Doenças do aparelho circulatório,2019,1812
Distrito de Santarém,Doenças do aparelho digestivo,2019,274
Distrito de Santarém,Doenças do aparelho respiratório,2019,659
Distrito de Santarém,SIDA,2019,10
Distrito de Santarém,Suicídio,2019,62
Distrito de Santarém,Tuberculose,2019,7
Distrito de Santarém,Tumores malignos,2019,1366
Distrito de Santarém,Diabetes,2020,296
Distrito de Santarém,Doenças do aparelho circulatório,2020,1866
Distrito de Santarém,Doenças do aparelho digestivo,2020,290
Distrito de Santarém,Doenças do aparelho respiratório,2020,661
Distrito de Santarém,SIDA,2020,9
Distrito de Santarém,Suicídio,2020,64
Distrito de Santarém,Tuberculose,2020,5
Distrito de Santarém,Tumores malignos,2020,1397
Distrito de Santarém,Diabetes,2021,207
Distrito de Santarém,Doenças do aparelho circulatório,2021,1773
Distrito de Santarém,Doenças do aparelho digestivo,2021,266
Distrito de Santarém,Doenças do aparelho respiratório,2021,618
Distrito de Santarém,SIDA,2021,9
Distrito de Santarém,Suicídio,2021,43
Distrito de Santarém,Tuberculose,2021,8
Distrito de Santarém,Tumores malignos,2021,1338
Distrito de Santarém,Diabetes,2022,228
Distrito de Santarém,Doenças do aparelho circulatório,2022,1771
Distrito de Santarém,Doenças do aparelho digestivo,2022,265
Distrito de Santarém,Doenças do aparelho respiratório,2022,716
Distrito de Santarém,SIDA,2022,5
Distrito de Santarém,Suicídio,2022,41
Distrito de Santarém,Tuberculose,2022,3
Distrito de Santarém,Tumores malignos,2022,1282
Distrito de Santarém,Diabetes,2023,223
Distrito de Santarém,Doenças do aparelho circulatório,2023,1617
Distrito de Santarém,Doenças do aparelho digestivo,2023,258
Distrito de Santarém,Doenças do aparelho respiratório,2023,743
Distrito de Santarém,SIDA,2023,5
Distrito de Santarém,Suicídio,2023,66
Distrito de Santarém,Tuberculose,2023,7
Distrito de Santarém,Tumores malignos,2023,1382
Distrito de Setúbal,Diabetes,2001,273
Distrito de Setúbal,Doenças do aparelho circulatório,2001,2924
Distrito de Setúbal,Doenças do aparelho digestivo,2001,313
Distrito de Setúbal,Doenças do aparelho respiratório,2001,577
Distrito de Setúbal,SIDA,2001,124
Distrito de Setúbal,Suicídio,2001,61
Distrito de Setúbal,Tuberculose,2001,28
Distrito de Setúbal,Tumores malignos,2001,1663
Distrito de Setúbal,Diabetes,2002,284
Distrito de Setúbal,Doenças do aparelho circulatório,2002,2870
Distrito de Setúbal,Doenças do aparelho digestivo,2002,314
Distrito de Setúbal,Doenças do aparelho respiratório,2002,619
Distrito de Setúbal,SIDA,2002,118
Distrito de Setúbal,Suicídio,2002,67
Distrito de Setúbal,Tuberculose,2002,28
Distrito de Setúbal,Tumores malignos,2002,1690
Distrito de Setúbal,Diabetes,2003,294
Distrito de Setúbal,Doenças do aparelho circulatório,2003,2816
Distrito de Setúbal,Doenças do aparelho digestivo,2003,314
Distrito de Setúbal,Doenças do aparelho respiratório,2003,661
Distrito de Setúbal,SIDA,2003,112
Distrito de Setúbal,Suicídio,2003,74
Distrito de Setúbal,Tuberculose,2003,28
Distrito de Setúbal,Tumores malignos,2003,1718
Distrito de Setúbal,Diabetes,2004,305
Distrito de Setúbal,Doenças do aparelho circulatório,2004,2763
Distrito de Setúbal,Doenças do aparelho digestivo,2004,314
Distrito de Setúbal,Doenças do aparelho respiratório,2004,703
Distrito de Setúbal,SIDA,2004,106
Distrito de Setúbal,Suicídio,2004,80
Distrito de Setúbal,Tuberculose,2004,29
Distrito de Setúbal,Tumores malignos,2004,1745
Distrito de Setúbal,Diabetes,2005,316
Distrito de Setúbal,Doenças do aparelho circulatório,2005,2709
Distrito de Setúbal,Doenças do aparelho digestivo,2005,315
Distrito de Setúbal,Doenças do aparelho respiratório,2005,744
Distrito de Setúbal,SIDA,2005,100
Distrito de Setúbal,Suicídio,2005,86
Distrito de Setúbal,Tuberculose,2005,29
Distrito de Setúbal,Tumores malignos,2005,1772
Distrito de Setúbal,Diabetes,2006,327
Distrito de Setúbal,Doenças do aparelho circulatório,2006,2655
Distrito de Setúbal,Doenças do aparelho digestivo,2006,316
Distrito de Setúbal,Doenças do aparelho respiratório,2006,786
Distrito de Setúbal,SIDA,2006,94
Distrito de Setúbal,Suicídio,2006,92
Distrito de Setúbal,Tuberculose,2006,29
Distrito de Setúbal,Tumores malignos,2006,1800
Distrito de Setúbal,Diabetes,2007,338
Distrito de Setúbal,Doenças do aparelho circulatório,2007,2602
Distrito de Setúbal,Doenças do aparelho digestivo,2007,316
Distrito de Setúbal,Doenças do aparelho respiratório,2007,828
Distrito de Setúbal,SIDA,2007,88
Distrito de Setúbal,Suicídio,2007,98
Distrito de Setúbal,Tuberculose,2007,30
Distrito de Setúbal,Tumores malignos,2007,1827
Distrito de Setúbal,Diabetes,2008,348
Distrito de Setúbal,Doenças do aparelho circulatório,2008,2548
Distrito de Setúbal,Doenças do aparelho digestivo,2008,316
Distrito de Setúbal,Doenças do aparelho respiratório,2008,870
Distrito de Setúbal,SIDA,2008,82
Distrito de Setúbal,Suicídio,2008,105
Distrito de Setúbal,Tuberculose,2008,30
Distrito de Setúbal,Tumores malignos,2008,1855
Distrito de Setúbal,Diabetes,2009,359
Distrito de Setúbal,Doenças do aparelho circulatório,2009,2494
Distrito de Setúbal,Doenças do aparelho digestivo,2009,317
Distrito de Setúbal,Doenças do aparelho respiratório,2009,912
Distrito de Setúbal,SIDA,2009,76
Distrito de Setúbal,Suicídio,2009,111
Distrito de Setúbal,Tuberculose,2009,30
Distrito de Setúbal,Tumores malignos,2009,1882
Distrito de Setúbal,Diabetes,2010,369
Distrito de Setúbal,Doenças do aparelho circulatório,2010,2717
Distrito de Setúbal,Doenças do aparelho digestivo,2010,355
Distrito de Setúbal,Doenças do aparelho respiratório,2010,773
Distrito de Setúbal,SIDA,2010,94
Distrito de Setúbal,Suicídio,2010,107
Distrito de Setúbal,Tuberculose,2010,15
Distrito de Setúbal,Tumores malignos,2010,2002
Distrito de Setúbal,Diabetes,2011,353
Distrito de Setúbal,Doenças do aparelho circulatório,2011,2561
Distrito de Setúbal,Doenças do aparelho digestivo,2011,324
Distrito de Setúbal,Doenças do aparelho respiratório,2011,863
Distrito de Setúbal,SIDA,2011,78
Distrito de Setúbal,Suicídio,2011,109
Distrito de Setúbal,Tuberculose,2011,17
Distrito de Setúbal,Tumores malignos,2011,2135
Distrito de Setúbal,Diabetes,2012,396
Distrito de Setúbal,Doenças do aparelho circulatório,2012,2662
Distrito de Setúbal,Doenças do aparelho digestivo,2012,348
Distrito de Setúbal,Doenças do aparelho respiratório,2012,971
Distrito de Setúbal,SIDA,2012,55
Distrito de Setúbal,Suicídio,2012,124
Distrito de Setúbal,Tuberculose,2012,18
Distrito de Setúbal,Tumores malignos,2012,2155
Distrito de Setúbal,Diabetes,2013,367
Distrito de Setúbal,Doenças do aparelho circulatório,2013,2450
Distrito de Setúbal,Doenças do aparelho digestivo,2013,343
Distrito de Setúbal,Doenças do aparelho respiratório,2013,898
Distrito de Setúbal,SIDA,2013,77
Distrito de Setúbal,Suicídio,2013,91
Distrito de Setúbal,Tuberculose,2013,22
Distrito de Setúbal,Tumores malignos,2013,2171
Distrito de Setúbal,Diabetes,2014,411
Distrito de Setúbal,Doenças do aparelho circulatório,2014,2515
Distrito de Setúbal,Doenças do aparelho digestivo,2014,334
Distrito de Setúbal,Doenças do aparelho respiratório,2014,877
Distrito de Setúbal,SIDA,2014,60
Distrito de Setúbal,Suicídio,2014,93
Distrito de Setúbal,Tuberculose,2014,14
Distrito de Setúbal,Tumores malignos,2014,2198
Distrito de Setúbal,Diabetes,2015,407
Distrito de Setúbal,Doenças do aparelho circulatório,2015,2776
Distrito de Setúbal,Doenças do aparelho digestivo,2015,335
Distrito de Setúbal,Doenças do aparelho respiratório,2015,989
Distrito de Setúbal,SIDA,2015,71
Distrito de Setúbal,Suicídio,2015,87
Distrito de Setúbal,Tuberculose,2015,26
Distrito de Setúbal,Tumores malignos,2015,2298
Distrito de Setúbal,Diabetes,2016,429
Distrito de Setúbal,Doenças do aparelho circulatório,2016,2765
Distrito de Setúbal,Doenças do aparelho digestivo,2016,393
Distrito de Setúbal,Doenças do aparelho respiratório,2016,1015
Distrito de Setúbal,SIDA,2016,55
Distrito de Setúbal,Suicídio,2016,102
Distrito de Setúbal,Tuberculose,2016,24
Distrito de Setúbal,Tumores malignos,2016,2243
Distrito de Setúbal,Diabetes,2017,418
Distrito de Setúbal,Doenças do aparelho circulatório,2017,2660
Distrito de Setúbal,Doenças do aparelho digestivo,2017,405
Distrito de Setúbal,Doenças do aparelho respiratório,2017,927
Distrito de Setúbal,SIDA,2017,51
Distrito de Setúbal,Suicídio,2017,92
Distrito de Setúbal,Tuberculose,2017,22
Distrito de Setúbal,Tumores malignos,2017,2298
Distrito de Setúbal,Diabetes,2018,361
Distrito de Setúbal,Doenças do aparelho circulatório,2018,2820
Distrito de Setúbal,Doenças do aparelho digestivo,2018,333
Distrito de Setúbal,Doenças do aparelho respiratório,2018,903
Distrito de Setúbal,SIDA,2018,40
Distrito de Setúbal,Suicídio,2018,99
Distrito de Setúbal,Tuberculose,2018,23
Distrito de Setúbal,Tumores malignos,2018,2416
Distrito de Setúbal,Diabetes,2019,303
Distrito de Setúbal,Doenças do aparelho circulatório,2019,2857
Distrito de Setúbal,Doenças do aparelho digestivo,2019,367
Distrito de Setúbal,Doenças do aparelho respiratório,2019,916
Distrito de Setúbal,SIDA,2019,38
Distrito de Setúbal,Suicídio,2019,97
Distrito de Setúbal,Tuberculose,2019,19
Distrito de Setúbal,Tumores malignos,2019,2448
Distrito de Setúbal,Diabetes,2020,357
Distrito de Setúbal,Doenças do aparelho circulatório,2020,2929
Distrito de Setúbal,Doenças do aparelho digestivo,2020,427
Distrito de Setúbal,Doenças do aparelho respiratório,2020,798
Distrito de Setúbal,SIDA,2020,30
Distrito de Setúbal,Suicídio,2020,83
Distrito de Setúbal,Tuberculose,2020,19
Distrito de Setúbal,Tumores malignos,2020,2422
Distrito de Setúbal,Diabetes,2021,348
Distrito de Setúbal,Doenças do aparelho circulatório,2021,2792
Distrito de Setúbal,Doenças do aparelho digestivo,2021,406
Distrito de Setúbal,Doenças do aparelho respiratório,2021,767
Distrito de Setúbal,SIDA,2021,26
Distrito de Setúbal,Suicídio,2021,85
Distrito de Setúbal,Tuberculose,2021,24
Distrito de Setúbal,Tumores malignos,2021,2355
Distrito de Setúbal,Diabetes,2022,399
Distrito de Setúbal,Doenças do aparelho circulatório,2022,2800
Distrito de Setúbal,Doenças do aparelho digestivo,2022,437
Distrito de Setúbal,Doenças do aparelho respiratório,2022,897
Distrito de Setúbal,SIDA,2022,22
Distrito de Setúbal,Suicídio,2022,100
Distrito de Setúbal,Tuberculose,2022,17
Distrito de Setúbal,Tumores malignos,2022,2398
Distrito de Setúbal,Diabetes,2023,306
Distrito de Setúbal,Doenças do aparelho circulatório,2023,2616
Distrito de Setúbal,Doenças do aparelho digestivo,2023,470
Distrito de Setúbal,Doenças do aparelho respiratório,2023,952
Distrito de Setúbal,SIDA,2023,28
Distrito de Setúbal,Suicídio,2023,95
Distrito de Setúbal,Tuberculose,2023,20
Distrito de Setúbal,Tumores malignos,2023,2404
Distrito de Viana do Castelo,Diabetes,2001,82
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2001,1206
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2001,127
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2001,232
Distrito de Viana do Castelo,SIDA,2001,5
Distrito de Viana do Castelo,Suicídio,2001,12
Distrito de Viana do Castelo,Tuberculose,2001,10
Distrito de Viana do Castelo,Tumores malignos,2001,647
Distrito de Viana do Castelo,Diabetes,2002,86
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2002,1186
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2002,126
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2002,249
Distrito de Viana do Castelo,SIDA,2002,4
Distrito de Viana do Castelo,Suicídio,2002,12
Distrito de Viana do Castelo,Tuberculose,2002,10
Distrito de Viana do Castelo,Tumores malignos,2002,644
Distrito de Viana do Castelo,Diabetes,2003,89
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2003,1166
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2003,126
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2003,266
Distrito de Viana do Castelo,SIDA,2003,4
Distrito de Viana do Castelo,Suicídio,2003,13
Distrito de Viana do Castelo,Tuberculose,2003,10
Distrito de Viana do Castelo,Tumores malignos,2003,641
Distrito de Viana do Castelo,Diabetes,2004,93
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2004,1147
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2004,125
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2004,284
Distrito de Viana do Castelo,SIDA,2004,4
Distrito de Viana do Castelo,Suicídio,2004,14
Distrito de Viana do Castelo,Tuberculose,2004,10
Distrito de Viana do Castelo,Tumores malignos,2004,638
Distrito de Viana do Castelo,Diabetes,2005,96
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2005,1127
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2005,124
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2005,301
Distrito de Viana do Castelo,SIDA,2005,3
Distrito de Viana do Castelo,Suicídio,2005,14
Distrito de Viana do Castelo,Tuberculose,2005,10
Distrito de Viana do Castelo,Tumores malignos,2005,635
Distrito de Viana do Castelo,Diabetes,2006,100
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2006,1107
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2006,123
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2006,318
Distrito de Viana do Castelo,SIDA,2006,2
Distrito de Viana do Castelo,Suicídio,2006,14
Distrito de Viana do Castelo,Tuberculose,2006,9
Distrito de Viana do Castelo,Tumores malignos,2006,632
Distrito de Viana do Castelo,Diabetes,2007,104
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2007,1088
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2007,122
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2007,336
Distrito de Viana do Castelo,SIDA,2007,2
Distrito de Viana do Castelo,Suicídio,2007,15
Distrito de Viana do Castelo,Tuberculose,2007,9
Distrito de Viana do Castelo,Tumores malignos,2007,629
Distrito de Viana do Castelo,Diabetes,2008,107
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2008,1068
