Distrito,Causa_Morte,Ano,Obitos
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2008,122
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2008,353
Distrito de Viana do Castelo,SIDA,2008,2
Distrito de Viana do Castelo,Suicídio,2008,16
Distrito de Viana do Castelo,Tuberculose,2008,9
Distrito de Viana do Castelo,Tumores malignos,2008,626
Distrito de Viana do Castelo,Diabetes,2009,111
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2009,1048
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2009,121
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2009,370
Distrito de Viana do Castelo,SIDA,2009,1
Distrito de Viana do Castelo,Suicídio,2009,16
Distrito de Viana do Castelo,Tuberculose,2009,9
Distrito de Viana do Castelo,Tumores malignos,2009,623
Distrito de Viana do Castelo,Diabetes,2010,98
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2010,1057
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2010,146
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2010,346
Distrito de Viana do Castelo,SIDA,2010,7
Distrito de Viana do Castelo,Suicídio,2010,27
Distrito de Viana do Castelo,Tuberculose,2010,1
Distrito de Viana do Castelo,Tumores malignos,2010,648
Distrito de Viana do Castelo,Diabetes,2011,105
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2011,940
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2011,152
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2011,339
Distrito de Viana do Castelo,SIDA,2011,7
Distrito de Viana do Castelo,Suicídio,2011,20
Distrito de Viana do Castelo,Tuberculose,2011,6
Distrito de Viana do Castelo,Tumores malignos,2011,663
Distrito de Viana do Castelo,Diabetes,2012,121
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2012,992
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2012,149
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2012,379
Distrito de Viana do Castelo,SIDA,2012,2
Distrito de Viana do Castelo,Suicídio,2012,23
Distrito de Viana do Castelo,Tuberculose,2012,11
Distrito de Viana do Castelo,Tumores malignos,2012,651
Distrito de Viana do Castelo,Diabetes,2013,138
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2013,922
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2013,126
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2013,293
Distrito de Viana do Castelo,SIDA,2013,2
Distrito de Viana do Castelo,Suicídio,2013,17
Distrito de Viana do Castelo,Tuberculose,2013,6
Distrito de Viana do Castelo,Tumores malignos,2013,676
Distrito de Viana do Castelo,Diabetes,2014,92
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2014,869
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2014,145
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2014,298
Distrito de Viana do Castelo,SIDA,2014,0
Distrito de Viana do Castelo,Suicídio,2014,22
Distrito de Viana do Castelo,Tuberculose,2014,0
Distrito de Viana do Castelo,Tumores malignos,2014,698
Distrito de Viana do Castelo,Diabetes,2015,124
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2015,897
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2015,128
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2015,346
Distrito de Viana do Castelo,SIDA,2015,11
Distrito de Viana do Castelo,Suicídio,2015,18
Distrito de Viana do Castelo,Tuberculose,2015,5
Distrito de Viana do Castelo,Tumores malignos,2015,727
Distrito de Viana do Castelo,Diabetes,2016,111
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2016,871
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2016,126
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2016,363
Distrito de Viana do Castelo,SIDA,2016,3
Distrito de Viana do Castelo,Suicídio,2016,14
Distrito de Viana do Castelo,Tuberculose,2016,5
Distrito de Viana do Castelo,Tumores malignos,2016,743
Distrito de Viana do Castelo,Diabetes,2017,80
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2017,941
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2017,152
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2017,348
Distrito de Viana do Castelo,SIDA,2017,1
Distrito de Viana do Castelo,Suicídio,2017,15
Distrito de Viana do Castelo,Tuberculose,2017,8
Distrito de Viana do Castelo,Tumores malignos,2017,718
Distrito de Viana do Castelo,Diabetes,2018,110
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2018,935
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2018,152
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2018,328
Distrito de Viana do Castelo,SIDA,2018,2
Distrito de Viana do Castelo,Suicídio,2018,20
Distrito de Viana do Castelo,Tuberculose,2018,1
Distrito de Viana do Castelo,Tumores malignos,2018,744
Distrito de Viana do Castelo,Diabetes,2019,112
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2019,936
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2019,141
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2019,361
Distrito de Viana do Castelo,SIDA,2019,1
Distrito de Viana do Castelo,Suicídio,2019,25
Distrito de Viana do Castelo,Tuberculose,2019,3
Distrito de Viana do Castelo,Tumores malignos,2019,749
Distrito de Viana do Castelo,Diabetes,2020,106
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2020,995
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2020,138
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2020,307
Distrito de Viana do Castelo,SIDA,2020,1
Distrito de Viana do Castelo,Suicídio,2020,12
Distrito de Viana do Castelo,Tuberculose,2020,6
Distrito de Viana do Castelo,Tumores malignos,2020,765
Distrito de Viana do Castelo,Diabetes,2021,88
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2021,930
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2021,134
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2021,290
Distrito de Viana do Castelo,SIDA,2021,0
Distrito de Viana do Castelo,Suicídio,2021,14
Distrito de Viana do Castelo,Tuberculose,2021,2
Distrito de Viana do Castelo,Tumores malignos,2021,687
Distrito de Viana do Castelo,Diabetes,2022,96
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2022,955
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2022,142
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2022,318
Distrito de Viana do Castelo,SIDA,2022,3
Distrito de Viana do Castelo,Suicídio,2022,17
Distrito de Viana do Castelo,Tuberculose,2022,4
Distrito de Viana do Castelo,Tumores malignos,2022,738
Distrito de Viana do Castelo,Diabetes,2023,96
Distrito de Viana do Castelo,Doenças do aparelho circulatório,2023,834
Distrito de Viana do Castelo,Doenças do aparelho digestivo,2023,131
Distrito de Viana do Castelo,Doenças do aparelho respiratório,2023,349
Distrito de Viana do Castelo,SIDA,2023,1
Distrito de Viana do Castelo,Suicídio,2023,34
Distrito de Viana do Castelo,Tuberculose,2023,1
Distrito de Viana do Castelo,Tumores malignos,2023,669
Distrito de Vila Real,Diabetes,2001,69
Distrito de Vila Real,Doenças do aparelho circulatório,2001,988
Distrito de Vila Real,Doenças do aparelho digestivo,2001,193
Distrito de Vila Real,Doenças do aparelho respiratório,2001,225
Distrito de Vila Real,SIDA,2001,5
Distrito de Vila Real,Suicídio,2001,18
Distrito de Vila Real,Tuberculose,2001,8
Distrito de Vila Real,Tumores malignos,2001,536
Distrito de Vila Real,Diabetes,2002,73
Distrito de Vila Real,Doenças do aparelho circulatório,2002,967
Distrito de Vila Real,Doenças do aparelho digestivo,2002,190
Distrito de Vila Real,Doenças do aparelho respiratório,2002,237
Distrito de Vila Real,SIDA,2002,5
Distrito de Vila Real,Suicídio,2002,18
Distrito de Vila Real,Tuberculose,2002,8
Distrito de Vila Real,Tumores malignos,2002,536
Distrito de Vila Real,Diabetes,2003,76
Distrito de Vila Real,Doenças do aparelho circulatório,2003,946
Distrito de Vila Real,Doenças do aparelho digestivo,2003,188
Distrito de Vila Real,Doenças do aparelho respiratório,2003,248
Distrito de Vila Real,SIDA,2003,5
Distrito de Vila Real,Suicídio,2003,18
Distrito de Vila Real,Tuberculose,2003,7
Distrito de Vila Real,Tumores malignos,2003,537
Distrito de Vila Real,Diabetes,2004,80
Distrito de Vila Real,Doenças do aparelho circulatório,2004,924
Distrito de Vila Real,Doenças do aparelho digestivo,2004,185
Distrito de Vila Real,Doenças do aparelho respiratório,2004,260
Distrito de Vila Real,SIDA,2004,5
Distrito de Vila Real,Suicídio,2004,18
Distrito de Vila Real,Tuberculose,2004,6
Distrito de Vila Real,Tumores malignos,2004,538
Distrito de Vila Real,Diabetes,2005,84
Distrito de Vila Real,Doenças do aparelho circulatório,2005,903
Distrito de Vila Real,Doenças do aparelho digestivo,2005,182
Distrito de Vila Real,Doenças do aparelho respiratório,2005,272
Distrito de Vila Real,SIDA,2005,4
Distrito de Vila Real,Suicídio,2005,18
Distrito de Vila Real,Tuberculose,2005,6
Distrito de Vila Real,Tumores malignos,2005,538
Distrito de Vila Real,Diabetes,2006,87
Distrito de Vila Real,Doenças do aparelho circulatório,2006,882
Distrito de Vila Real,Doenças do aparelho digestivo,2006,179
Distrito de Vila Real,Doenças do aparelho respiratório,2006,283
Distrito de Vila Real,SIDA,2006,4
Distrito de Vila Real,Suicídio,2006,17
Distrito de Vila Real,Tuberculose,2006,6
Distrito de Vila Real,Tumores malignos,2006,538
Distrito de Vila Real,Diabetes,2007,91
Distrito de Vila Real,Doenças do aparelho circulatório,2007,860
Distrito de Vila Real,Doenças do aparelho digestivo,2007,176
Distrito de Vila Real,Doenças do aparelho respiratório,2007,295
Distrito de Vila Real,SIDA,2007,4
Distrito de Vila Real,Suicídio,2007,17
Distrito de Vila Real,Tuberculose,2007,5
Distrito de Vila Real,Tumores malignos,2007,539
Distrito de Vila Real,Diabetes,2008,94
Distrito de Vila Real,Doenças do aparelho circulatório,2008,839
Distrito de Vila Real,Doenças do aparelho digestivo,2008,174
Distrito de Vila Real,Doenças do aparelho respiratório,2008,306
Distrito de Vila Real,SIDA,2008,4
Distrito de Vila Real,Suicídio,2008,17
Distrito de Vila Real,Tuberculose,2008,4
Distrito de Vila Real,Tumores malignos,2008,540
Distrito de Vila Real,Diabetes,2009,98
Distrito de Vila Real,Doenças do aparelho circulatório,2009,818
Distrito de Vila Real,Doenças do aparelho digestivo,2009,171
Distrito de Vila Real,Doenças do aparelho respiratório,2009,318
Distrito de Vila Real,SIDA,2009,4
Distrito de Vila Real,Suicídio,2009,17
Distrito de Vila Real,Tuberculose,2009,4
Distrito de Vila Real,Tumores malignos,2009,540
Distrito de Vila Real,Diabetes,2010,112
Distrito de Vila Real,Doenças do aparelho circulatório,2010,785
Distrito de Vila Real,Doenças do aparelho digestivo,2010,155
Distrito de Vila Real,Doenças do aparelho respiratório,2010,298
Distrito de Vila Real,SIDA,2010,3
Distrito de Vila Real,Suicídio,2010,12
Distrito de Vila Real,Tuberculose,2010,6
Distrito de Vila Real,Tumores malignos,2010,544
Distrito de Vila Real,Diabetes,2011,110
Distrito de Vila Real,Doenças do aparelho circulatório,2011,703
Distrito de Vila Real,Doenças do aparelho digestivo,2011,157
Distrito de Vila Real,Doenças do aparelho respiratório,2011,281
Distrito de Vila Real,SIDA,2011,8
Distrito de Vila Real,Suicídio,2011,14
Distrito de Vila Real,Tuberculose,2011,4
Distrito de Vila Real,Tumores malignos,2011,574
Distrito de Vila Real,Diabetes,2012,115
Distrito de Vila Real,Doenças do aparelho circulatório,2012,785
Distrito de Vila Real,Doenças do aparelho digestivo,2012,171
Distrito de Vila Real,Doenças do aparelho respiratório,2012,385
Distrito de Vila Real,SIDA,2012,5
Distrito de Vila Real,Suicídio,2012,15
Distrito de Vila Real,Tuberculose,2012,6
Distrito de Vila Real,Tumores malignos,2012,587
Distrito de Vila Real,Diabetes,2013,131
Distrito de Vila Real,Doenças do aparelho circulatório,2013,806
Distrito de Vila Real,Doenças do aparelho digestivo,2013,149
Distrito de Vila Real,Doenças do aparelho respiratório,2013,275
Distrito de Vila Real,SIDA,2013,9
Distrito de Vila Real,Suicídio,2013,21
Distrito de Vila Real,Tuberculose,2013,2
Distrito de Vila Real,Tumores malignos,2013,570
Distrito de Vila Real,Diabetes,2014,93
Distrito de Vila Real,Doenças do aparelho circulatório,2014,748
Distrito de Vila Real,Doenças do aparelho digestivo,2014,129
Distrito de Vila Real,Doenças do aparelho respiratório,2014,268
Distrito de Vila Real,SIDA,2014,0
Distrito de Vila Real,Suicídio,2014,16
Distrito de Vila Real,Tuberculose,2014,1
Distrito de Vila Real,Tumores malignos,2014,559
Distrito de Vila Real,Diabetes,2015,97
Distrito de Vila Real,Doenças do aparelho circulatório,2015,808
Distrito de Vila Real,Doenças do aparelho digestivo,2015,152
Distrito de Vila Real,Doenças do aparelho respiratório,2015,275
Distrito de Vila Real,SIDA,2015,2
Distrito de Vila Real,Suicídio,2015,7
Distrito de Vila Real,Tuberculose,2015,5
Distrito de Vila Real,Tumores malignos,2015,577
Distrito de Vila Real,Diabetes,2016,96
Distrito de Vila Real,Doenças do aparelho circulatório,2016,755
Distrito de Vila Real,Doenças do aparelho digestivo,2016,164
Distrito de Vila Real,Doenças do aparelho respiratório,2016,330
Distrito de Vila Real,SIDA,2016,4
Distrito de Vila Real,Suicídio,2016,19
Distrito de Vila Real,Tuberculose,2016,0
Distrito de Vila Real,Tumores malignos,2016,608
Distrito de Vila Real,Diabetes,2017,85
Distrito de Vila Real,Doenças do aparelho circulatório,2017,738
Distrito de Vila Real,Doenças do aparelho digestivo,2017,135
Distrito de Vila Real,Doenças do aparelho respiratório,2017,307
Distrito de Vila Real,SIDA,2017,7
Distrito de Vila Real,Suicídio,2017,13
Distrito de Vila Real,Tuberculose,2017,3
Distrito de Vila Real,Tumores malignos,2017,589
Distrito de Vila Real,Diabetes,2018,66
Distrito de Vila Real,Doenças do aparelho circulatório,2018,752
Distrito de Vila Real,Doenças do aparelho digestivo,2018,131
Distrito de Vila Real,Doenças do aparelho respiratório,2018,296
Distrito de Vila Real,SIDA,2018,5
Distrito de Vila Real,Suicídio,2018,16
Distrito de Vila Real,Tuberculose,2018,5
Distrito de Vila Real,Tumores malignos,2018,572
Distrito de Vila Real,Diabetes,2019,73
Distrito de Vila Real,Doenças do aparelho circulatório,2019,806
Distrito de Vila Real,Doenças do aparelho digestivo,2019,116
Distrito de Vila Real,Doenças do aparelho respiratório,2019,251
Distrito de Vila Real,SIDA,2019,2
Distrito de Vila Real,Suicídio,2019,16
Distrito de Vila Real,Tuberculose,2019,4
Distrito de Vila Real,Tumores malignos,2019,572
Distrito de Vila Real,Diabetes,2020,77
Distrito de Vila Real,Doenças do aparelho circulatório,2020,801
Distrito de Vila Real,Doenças do aparelho digestivo,2020,125
Distrito de Vila Real,Doenças do aparelho respiratório,2020,225
Distrito de Vila Real,SIDA,2020,7
Distrito de Vila Real,Suicídio,2020,17
Distrito de Vila Real,Tuberculose,2020,3
Distrito de Vila Real,Tumores malignos,2020,609
Distrito de Vila Real,Diabetes,2021,67
Distrito de Vila Real,Doenças do aparelho circulatório,2021,742
Distrito de Vila Real,Doenças do aparelho digestivo,2021,131
Distrito de Vila Real,Doenças do aparelho respiratório,2021,196
Distrito de Vila Real,SIDA,2021,2
Distrito de Vila Real,Suicídio,2021,23
Distrito de Vila Real,Tuberculose,2021,3
Distrito de Vila Real,Tumores malignos,2021,584
Distrito de Vila Real,Diabetes,2022,74
Distrito de Vila Real,Doenças do aparelho circulatório,2022,709
Distrito de Vila Real,Doenças do aparelho digestivo,2022,148
Distrito de Vila Real,Doenças do aparelho respiratório,2022,250
Distrito de Vila Real,SIDA,2022,4
Distrito de Vila Real,Suicídio,2022,15
Distrito de Vila Real,Tuberculose,2022,2
Distrito de Vila Real,Tumores malignos,2022,550
Distrito de Vila Real,Diabetes,2023,54
Distrito de Vila Real,Doenças do aparelho circulatório,2023,671
Distrito de Vila Real,Doenças do aparelho digestivo,2023,127
Distrito de Vila Real,Doenças do aparelho respiratório,2023,318
Distrito de Vila Real,SIDA,2023,2
Distrito de Vila Real,Suicídio,2023,20
Distrito de Vila Real,Tuberculose,2023,1
Distrito de Vila Real,Tumores malignos,2023,625
Distrito de Viseu,Diabetes,2001,159
Distrito de Viseu,Doenças do aparelho circulatório,2001,1902
Distrito de Viseu,Doenças do aparelho digestivo,2001,191
Distrito de Viseu,Doenças do aparelho respiratório,2001,378
Distrito de Viseu,SIDA,2001,8
Distrito de Viseu,Suicídio,2001,6
Distrito de Viseu,Tuberculose,2001,5
Distrito de Viseu,Tumores malignos,2001,819
Distrito de Viseu,Diabetes,2002,153
Distrito de Viseu,Doenças do aparelho circulatório,2002,1840
Distrito de Viseu,Doenças do aparelho digestivo,2002,194
Distrito de Viseu,Doenças do aparelho respiratório,2002,403
Distrito de Viseu,SIDA,2002,8
Distrito de Viseu,Suicídio,2002,9
Distrito de Viseu,Tuberculose,2002,5
Distrito de Viseu,Tumores malignos,2002,832
Distrito de Viseu,Diabetes,2003,147
Distrito de Viseu,Doenças do aparelho circulatório,2003,1778
Distrito de Viseu,Doenças do aparelho digestivo,2003,197
Distrito de Viseu,Doenças do aparelho respiratório,2003,428
Distrito de Viseu,SIDA,2003,8
Distrito de Viseu,Suicídio,2003,12
Distrito de Viseu,Tuberculose,2003,5
