;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Lourinhã; 21; 17; 7; 9; 21; 20; 21; 17; 14; 14; 16; 11; 9; 76; 73; 64; 69; 51; 72; 70; 76; 74; 76; 84; 65; 85; 75; 86; 74; 90; 83; 99; 93; 90; 102; 105; 95; 102; 82; 1; 0; 8; 6; 3; 3; 2; 5; 2; 2; 3; 2; 3; 1; 0; 0; 0; 2; 0; 0; 0; 1; 1; 0; 0; 0; 24; 52; 32; 29; 40; 23; 21; 33; 25; 25; 23; 35; 35; 3; 1; 0; 2; 2; 0; 0; 0; 0; 0; 0; 0; 0; 14; 12; 8; 9; 11; 13; 7; 11; 9; 9; 11; 14; 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Nazaré; 4; 10; 12;,,,; 7; 6; 11; 12; 5; 7; 3; 10; 0; 40; 28; 49; 38; 36; 42; 29; 52; 62; 40; 39; 39; 42; 71; 51; 43; 56; 49; 59; 55; 45; 52; 48; 63; 53; 49; 3; 4; 1; 3; 1; 2; 1; 2; 1; 2; 2; 2; 1; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 1; 0; 1; 0; 14; 27; 27; 20; 24; 33; 11; 28; 13; 17; 22; 16; 15; 2; 4; 1; 0; 1; 1; 0; 2; 1; 1; 1; 0; 0; 11; 7; 7; 6; 8; 9; 6; 8; 11; 8; 11; 12; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Óbidos; 11; 12; 6; 7; 10; 4; 7; 10; 16; 5; 11; 5; 4; 22; 32; 28; 25; 47; 33; 26; 46; 36; 39; 36; 27; 28; 35; 44; 49; 52; 36; 44; 55; 46; 44; 39; 44; 53; 38;,,,; 0; 5;,,,; 6; 3; 2; 1; 0; 0; 1; 3; 3; 0; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 0; 0; 12; 19; 20; 23; 19; 17; 17; 18; 13; 18; 10; 12; 18; 1; 2; 0;,,,; 0; 0; 1; 1; 0; 0; 1; 0; 0; 4; 3; 5; 9; 8; 6; 2; 5; 4; 6; 6; 5; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Peniche; 18; 25; 21; 17; 15; 21; 21; 11; 10; 8; 12; 17; 16; 100; 65; 89; 68; 76; 80; 79; 78; 84; 85; 79; 76; 64; 107; 113; 97; 123; 99; 97; 110; 111; 112; 99; 101; 78; 105; 3; 2; 3; 2; 4; 4; 3; 3; 3; 2; 8; 4; 4; 0; 0; 0; 1; 1; 0; 2; 1; 1; 0; 1; 0; 1; 25; 28; 39; 32; 23; 34; 38; 48; 50; 33; 29; 25; 38; 2; 1; 0; 1; 3; 6; 1; 1; 1; 2; 2; 0; 1; 16; 10; 13; 10; 14; 13; 9; 22; 16; 15; 11; 14; 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Sobral de Monte Agraço; 6; 9; 4;,,,; 7; 6; 2; 11; 3; 5; 8; 5; 2; 25; 25; 24; 34; 16; 37; 21; 29; 28; 37; 24; 29; 22; 54; 52; 46; 42; 37; 49; 43; 35; 34; 40; 44; 44; 54;,,,; 2; 7; 2; 1; 0; 1; 4; 2; 4; 0; 3; 1; 0; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 15; 10;,,,; 10; 5; 12; 5; 10; 12; 4; 10; 12; 12; 1; 1; 0;,,,; 1; 1; 0; 2; 0; 0; 0; 0; 0; 4; 7; 4; 5; 5; 4; 3; 5; 3; 3; 6; 5; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Torres Vedras; 34; 42; 37; 47; 36; 45; 33; 44; 32; 33; 39; 36; 33; 196; 184; 215; 194; 234; 209; 223; 218; 215; 206; 217; 193; 230; 266; 244; 232; 244; 243; 301; 304; 266; 311; 281; 248; 304; 249; 9; 8; 11; 6; 10; 7; 17; 14; 8; 9; 5; 6; 5; 2; 2; 1; 3; 2; 1; 1; 1; 1; 1; 1; 0; 0; 103; 94; 84; 88; 78; 106; 71; 79; 65; 63; 65; 101; 102; 3; 0; 1; 1; 3; 2; 2; 2; 0; 2; 1; 0; 0; 31; 44; 26; 34; 40; 28; 32; 43; 31; 44; 42; 40; 46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Médio Tejo;x;x;x;x;x;x;x;x;x;-;-; 115; 102;x;x;x;x;x;x;x;x;x;x;x; 680; 746;x;x;x;x;x;x;x;x;x;-;-; 910; 869;x;x;x;x;x;x;x;x;x;-;-; 20; 29;x;x;x;x;x;x;x;x;x;-;-; 2; 4;x;x;x;x;x;x;x;x;x;-;-; 362; 386;x;x;x;x;x;x;x;x;x;x;x; 3; 2;x;x;x;x;x;x;x;x;x;-;-; 142; 109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Abrantes; 31; 32; 22; 17; 23; 20; 15; 24; 15; 31; 14; 18; 20; 136; 136; 114; 107; 147; 124; 149; 132; 137; 133; 133; 125; 129; 173; 196; 175; 175; 160; 174; 162; 192; 168; 193; 179; 192; 172; 1; 4; 7; 8; 2; 4; 9; 4; 4; 5; 1; 3; 4; 1; 2; 2; 0; 0; 0; 0; 0; 0; 1; 0; 1; 0; 62; 69; 75; 68; 77; 77; 55; 46; 47; 70; 58; 73; 72; 1; 1; 1; 2; 2; 1; 0; 0; 0; 0; 2; 1; 0; 22; 31; 27; 27; 16; 23; 27; 23; 26; 21; 24; 22; 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Alcanena; 9; 9; 6; 5; 7; 14; 8; 11; 8; 7; 6; 10; 8; 30; 34; 35; 36; 28; 48; 42; 33; 51; 32; 43; 39; 52; 51; 52; 55; 58; 51; 64; 52; 54; 59; 56; 58; 48; 47; 6; 8; 2; 3; 2; 4; 3; 0; 5; 1; 1; 4; 2; 2; 0; 0; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 17; 16; 24; 20; 24; 30; 20; 21; 16; 8; 21; 19; 16; 1; 1; 0;,,,; 1; 0; 1; 0; 0; 0; 0; 1; 0; 7; 10; 11; 3; 5; 7; 7; 8; 11; 9; 5; 8; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Constância;,,,;,,,; 2;,,,; 1; 3;,,,;,,,; 3;,,,;,,,;,,,;,,,; 7; 9; 19; 12; 14; 16; 15; 11; 6; 19; 12; 9; 8; 12; 14; 11; 18; 24; 15; 12; 16; 17; 20; 12; 9; 13; 0; 0;,,,;,,,; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 7; 8; 5; 4; 6; 7; 5; 6; 6;,,,; 4; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;,,,;,,,; 3;,,,; 0; 2; 2;,,,;,,,; 3; 3;,,,; 3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Entroncamento; 6; 7; 6; 9; 7; 7; 10; 13; 9; 14; 8; 9; 7; 45; 43; 50; 53; 56; 42; 51; 47; 46; 52; 58; 66; 49; 32; 39; 47; 36; 40; 49; 43; 53; 64; 75; 54; 58; 61; 1; 1; 3; 0; 5; 2; 3; 2; 2; 1; 2; 3; 3; 0; 0; 0; 0; 0; 1; 0; 0; 1; 0; 0; 0; 2; 17; 17; 29; 19; 22; 20; 18; 17; 19; 15; 15; 33; 20; 1; 0; 1; 2; 0; 3; 1; 0; 0; 1; 0; 0; 0; 7; 5; 12; 7; 9; 5; 12; 5; 7; 4; 14; 9; 8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Ferreira do Zêzere; 8;,,,; 6; 5; 10; 4; 8; 4; 5; 5; 4; 7; 5; 20; 42; 26; 21; 25; 23; 30; 30; 31; 37; 31; 28; 34; 36; 44; 39; 44; 35; 40; 33; 29; 39; 46; 40; 47; 40; 2; 1; 0; 5; 2; 2; 3; 2; 0; 1; 1; 0; 1; 0; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 0; 0; 2; 15; 21; 22; 11; 18; 19; 18; 14; 14; 13; 18; 12; 13; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 10; 12; 8; 11; 6; 3; 9; 4; 10; 8; 7; 8; 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Mação; 8; 5; 4; 3; 5; 6; 2; 5; 4; 7; 2; 4; 2; 39; 32; 28; 23; 24; 23; 31; 28; 25; 26; 33; 28; 27; 58; 50; 46; 67; 37; 57; 57; 57; 49; 61; 53; 41; 46; 0; 1; 0; 0;,,,;,,,; 0; 1; 0; 1;,,,; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 0; 0; 0; 6; 21; 10; 22; 21; 21; 23; 19; 13; 23; 20; 23; 22; 1; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 7; 5; 7; 6; 5; 5; 4; 5; 4; 5; 5; 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Ourém; 14; 20; 22; 22; 26; 30; 20; 19; 21; 24; 17; 19; 15; 99; 128; 116; 121; 136; 124; 118; 133; 126; 136; 124; 122; 140; 147; 173; 166; 174; 154; 162; 154; 132; 180; 165; 149; 172; 156; 8; 9; 5; 5; 7; 4; 3; 4; 2; 7; 2; 3; 7; 1; 1; 0;,,,; 1; 1;,,,; 1; 0; 0; 1; 0; 0; 40; 66; 58; 59; 87; 73; 74; 95; 74; 69; 53; 74; 88; 0; 2; 1; 3; 2; 0; 1; 1; 2; 0; 1; 0; 0; 24; 25; 20; 33; 27; 29; 37; 28; 32; 35; 20; 28; 21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Sardoal; 0; 0;,,,;,,,; 4; 0; 1;,,,;,,,; 4;,,,; 0;,,,; 13; 20; 16; 13; 13; 13; 13; 19; 12; 17; 11; 7; 15; 19; 19; 17; 14; 20; 15; 13; 18; 18; 30; 25; 22; 16; 0; 1;,,,;,,,; 0;,,,; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;,,,;,,,;,,,; 0; 0; 0; 0; 0; 0; 6; 12; 8; 11; 6; 10; 9; 10; 3; 9;,,,; 6; 12; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;,,,;,,,; 2;,,,;,,,; 3; 4;,,,; 2; 7; 1; 4; 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Tomar; 26; 29; 20; 21; 30; 33; 24; 24; 26; 29; 23; 29; 20; 143; 117; 141; 105; 135; 131; 149; 156; 133; 153; 124; 124; 135; 153; 148; 135; 140; 143; 135; 155; 165; 172; 143; 176; 152; 149; 6; 6; 4; 4; 7; 6; 6; 8; 2; 4; 6; 5; 6; 2; 1; 1;,,,; 1; 0; 0; 0; 0; 1; 1; 1; 0; 51; 67; 59; 65; 57; 66; 59; 67; 54; 48; 56; 51; 57; 2; 2; 2; 2; 0; 1; 0; 2; 1; 3; 1; 0; 1; 21; 22; 23; 20; 28; 31; 27; 29; 17; 26; 31; 22; 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Torres Novas; 17; 30; 27; 13; 21; 25; 19; 19; 23; 13; 22; 17; 17; 111; 114; 126; 89; 111; 117; 121; 108; 127; 115; 114; 112; 141; 155; 153; 130; 143; 123; 112; 142; 179; 161; 134; 145; 146; 141; 6; 2; 7; 5; 5; 5; 4; 6; 6; 4; 4; 1; 4; 1; 1; 0; 0; 1; 2; 0;,,,; 1; 0; 0; 0; 0; 73; 57; 68; 74; 62; 63; 61; 58; 58; 51; 42; 57; 65; 1; 1; 0; 1; 1; 1; 2; 1; 2; 0; 2; 0; 0; 15; 15; 15; 15; 21; 24; 26; 22; 17; 21; 20; 34; 15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Vila Nova da Barquinha;,,,; 7; 5; 2;,,,; 3;,,,; 2; 8;,,,; 4;,,,; 6; 19; 24; 27; 17; 25; 21; 22; 26; 33; 16; 21; 20; 16; 24; 25; 25; 25; 28; 25; 23; 30; 35; 34; 28; 23; 28; 2; 1; 0;,,,; 4; 2; 2; 0; 1; 0; 0; 0; 1; 0; 0; 0; 0; 0;,,,; 0; 0; 0; 0; 0; 0; 0; 4; 12; 12; 13; 16; 11; 14; 13; 11;,,,; 10; 10; 17; 1; 0; 0;,,,; 0; 1; 0; 1; 0; 1; 0; 0; 1; 3; 6; 5; 2; 1; 3; 3; 3; 4; 3; 3;,,,; 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS III;Lezíria do Tejo; 174; 185; 146; 153; 142; 125; 130; 120; 146;-;-; 122; 133; 624; 630; 648; 641; 655; 701; 641; 688; 689; 706; 705; 659; 696; 931; 916; 875; 921; 878; 939; 882; 892; 926;-;-; 954; 810; 37; 44; 50; 52; 57; 46; 38; 27; 44;-;-; 25; 39; 0; 8; 4; 6; 2; 4; 0; 2; 4;-;-; 1; 4; 317; 384; 396; 428; 423; 488; 414; 456; 367;-;-; 385; 389; 17; 21; 8; 16; 9; 9; 8; 12; 5; 4; 2; 3; 3; 151; 137; 138; 110; 145; 131; 140; 158; 154;-;-; 145; 161;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Almeirim; 11; 14; 16; 18; 11; 6; 9; 12; 18; 18; 19; 6; 17; 52; 51; 68; 70; 64; 73; 55; 62; 73; 69; 79; 52; 66; 68; 78; 81; 81; 79; 98; 86; 94; 88; 96; 85; 80; 115; 5; 2; 5; 6; 5; 3; 3; 2; 3; 3; 2; 2; 2; 0; 1; 0; 0; 0; 2; 0; 0; 0; 1; 0; 0; 0; 30; 31; 28; 25; 36; 35; 39; 48; 42; 37; 34; 34; 40; 1; 2; 0;,,,; 0; 1; 2; 3; 0; 1; 0; 0; 0; 7; 15; 20; 8; 13; 17; 10; 19; 19; 12; 19; 19; 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Alpiarça; 5; 7; 5; 6; 11; 5; 3;,,,; 7; 5; 5; 4; 9; 23; 25; 20; 25; 17; 27; 20; 26; 20; 26; 17; 23; 20; 30; 34; 36; 44; 16; 43; 34; 35; 42; 39; 35; 30; 28; 3;,,,;,,,; 3; 1; 1; 0; 0; 3; 4; 2; 1; 6; 0; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 10; 10; 14; 14; 17; 17; 9; 19; 13; 13; 10; 13; 12; 2; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 7; 10; 6; 6; 8; 4; 5; 7; 7; 6; 5; 4; 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Azambuja; 15; 23; 13; 9; 17; 8; 6; 13; 4; 10; 7; 7; 10; 49; 50; 59; 53; 54; 66; 59; 56; 50; 45; 71; 57; 60; 97; 77; 71; 92; 95; 84; 84; 71; 76; 81; 85; 93; 62; 2; 5; 6; 4; 8; 6; 2; 2; 4; 5; 3; 4; 2; 0; 0; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 1; 23; 30; 32; 25; 39; 30; 23; 29; 23; 18; 15; 31; 32; 2; 1; 0; 0; 2; 1; 2; 0; 0; 0; 0; 1; 0; 14; 13; 10; 8; 8; 11; 15; 11; 11; 16; 7; 20; 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Benavente; 17; 16; 18; 10; 18; 15; 8; 11; 18; 13; 12; 13; 15; 60; 54; 69; 60; 52; 80; 64; 76; 64; 86; 67; 64; 62; 86; 92; 83; 75; 85; 90; 85; 78; 88; 93; 86; 92; 87; 2;,,,; 1;,,,; 3; 3; 4; 1; 9; 2; 0; 3; 6; 0; 0; 0;,,,; 1; 1; 0; 1; 0; 0; 0; 0; 0; 18; 23; 29; 28; 21; 36; 29; 19; 19; 25; 31; 32; 25; 5; 6; 1; 6; 6; 3; 2; 1; 1; 1; 1; 1; 0; 13; 9; 9; 7; 9; 9; 11; 14; 13; 19; 18; 11; 10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Cartaxo; 16; 13; 10; 10; 14; 6; 16; 6; 9; 11; 3; 15; 13; 61; 63; 50; 53; 72; 58; 62; 61; 72; 64; 68; 66; 66; 80; 94; 84; 93; 78; 72; 68; 91; 96; 98; 89; 91; 64; 2; 7; 6; 7; 5; 6; 2; 4; 4; 5; 2; 5; 5; 0; 0; 0;,,,; 0; 0; 0; 0; 1; 0; 1; 0; 1; 44; 54; 52; 59; 62; 67; 51; 69; 47; 45; 41; 37; 37; 1; 2; 0; 0; 0; 1; 0; 1; 0; 0; 0; 0; 0; 18; 16; 16; 11; 10; 15; 16; 20; 14; 21; 15; 12; 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Chamusca; 17; 9; 10; 6; 4; 8; 9; 5; 8; 12; 6; 4; 9; 35; 31; 31; 25; 19; 31; 22; 33; 34; 33; 43; 26; 38; 44; 54; 47; 41; 35; 45; 44; 37; 41; 39; 37; 40; 38; 0; 0; 3;,,,; 3; 2; 4; 3; 2; 5; 2; 0; 2; 0; 1; 0;,,,; 0; 0; 0; 0; 0; 1; 1; 0; 0; 18; 20; 18; 16; 24; 17; 16; 21; 18; 22; 19; 18; 15; 0; 1; 1;,,,; 0; 0; 0; 0; 0; 0; 0; 0; 0; 8; 10; 9; 4; 8; 5; 7; 7; 6; 8; 5; 11; 6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Município;Coruche; 14; 19; 23; 23; 11; 13; 17; 12; 19; 15; 10; 10; 9; 63; 63; 66; 75; 65; 71; 54; 70; 61; 73; 57; 67; 70; 115; 99; 102; 76; 95; 98; 100; 110; 100; 118; 102; 110; 101; 4; 4; 3; 13; 3; 6; 1; 1; 3; 6; 3; 4; 2; 0; 1; 1; 0; 0; 0; 0; 1; 0; 0; 1; 1; 0; 21; 26; 41; 38; 34; 37; 40; 43; 30; 34; 31; 38; 42; 0; 1; 1; 2; 0; 0; 0; 1; 1; 0; 0; 0; 0; 15; 12; 13; 13; 15; 9; 12; 19; 8; 17; 12; 12; 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
